DrugBank_ID,DrugBank_SMILES
DrugBank_602,CC1C=CC=CC=CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC(C(CCC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
DrugBank_603,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
DrugBank_604,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F
DrugBank_605,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N
DrugBank_606,C1C2C(C2N)CN1C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F
DrugBank_607,C1C(C(C(C(O1)OC2COC(C(C2OS(=O)(=O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)O
DrugBank_608,CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C(=O)CO)O)C)O)F
DrugBank_609,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)OCCN3CCOCC3)O
DrugBank_610,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O
DrugBank_611,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F
DrugBank_612,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC(=C(C=C3CC2C(=O)O)OC)OC
DrugBank_613,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O
DrugBank_614,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O
DrugBank_615,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O
DrugBank_616,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl
DrugBank_617,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C
DrugBank_618,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl
DrugBank_619,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-]
DrugBank_620,CN1CC(CC2(C1CC3=CN(C4=CC=CC2=C34)C)OC)COC(=O)C5=CC(=CN=C5)Br
DrugBank_621,CC12CCC(=O)C=C1CC(C3C24C(O4)CC5(C3CCC56CCC(=O)O6)C)C(=O)OC
DrugBank_622,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N
DrugBank_623,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3C(OC(C(C3O)O)O)CO)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O)O)O
DrugBank_624,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C
DrugBank_625,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O
DrugBank_626,CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C
DrugBank_627,CCOC1=CC=CC=C1OCCNC(C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N
DrugBank_628,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC
DrugBank_629,C1C(OC(S1)CO)N2C=CC(=NC2=O)N
DrugBank_630,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
DrugBank_631,CCN(CC)C(=O)N1CCN(CC1)C
DrugBank_632,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O
DrugBank_633,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
DrugBank_634,CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O
DrugBank_635,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
DrugBank_636,CCCC1=C2C(=CC3=C1OC(=CC3=O)C(=O)O)C(=O)C=C(N2CC)C(=O)O
DrugBank_637,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
DrugBank_638,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C(N=CN=C21)N)OCOC(=O)C(C)(C)C
DrugBank_639,CN1CCC(=C2C3=CC=CC=C3CCC4=C2N=CC=C4)CC1
DrugBank_640,C(P(=O)(O)O)(P(=O)(O)O)(Cl)Cl
DrugBank_641,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N
DrugBank_642,C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O
DrugBank_643,CC(C(C1=C(C=CC(=C1)OC)OC)O)N
DrugBank_644,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N
DrugBank_645,C[N+]1(C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O)C.[Br-]
DrugBank_646,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C
DrugBank_647,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-]
DrugBank_648,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C
DrugBank_649,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3
DrugBank_650,CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O
DrugBank_651,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-]
DrugBank_652,C[N+]1=CC=CC=C1C=NO
DrugBank_653,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F
DrugBank_654,CN(CC=CC1=CC=CC=C1)CC2=CC=CC3=CC=CC=C32
DrugBank_655,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC
DrugBank_656,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl
DrugBank_657,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N
DrugBank_658,CC1(C(N2C(S1)C(C2=O)N3C(=O)C(NC3(C)C)C4=CC=CC=C4)C(=O)O)C
DrugBank_659,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
DrugBank_660,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O
DrugBank_661,C(C(C(C(C(CO)O)O)O)O)O
DrugBank_662,[H+].[H+].C1=CC=C(C=C1)COCC(C(=O)[O-])N(CCN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3]
DrugBank_663,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O
DrugBank_664,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N
DrugBank_665,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O
DrugBank_666,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4
DrugBank_667,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
DrugBank_668,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O
DrugBank_669,CCCNC(C)C(=O)NC1=CC=CC=C1C
DrugBank_670,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N
DrugBank_671,C1C(C1N)C2=CC=CC=C2
DrugBank_672,C(C(F)(F)F)(OC(F)F)Cl
DrugBank_673,CCN1C(=O)C(NC1=O)C2=CC=CC=C2
DrugBank_674,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
DrugBank_675,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl
DrugBank_676,C1C2CC3CC(CC1N3CC2=O)OC(=O)C4=CNC5=CC=CC=C54
DrugBank_677,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3
DrugBank_678,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
DrugBank_679,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O
DrugBank_680,[Cl-].[K+]
DrugBank_681,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7
DrugBank_682,CN1C=CNC1=S
DrugBank_683,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)Cl)C
DrugBank_684,CC(CC1=CC=C(C=C1)O)(C(=O)O)N
DrugBank_685,C1C2N(C1=O)C(C(=CCO)O2)C(=O)O
DrugBank_686,CCN(CC)C(=O)C1CN2CCC3=CC(=C(C=C3C2CC1OC(=O)C)OC)OC
DrugBank_687,CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O
DrugBank_688,CCN(CC)CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O
DrugBank_689,CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O
DrugBank_690,C[N+]12CCC(CC1)C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O
DrugBank_691,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC
DrugBank_692,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
DrugBank_693,C1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1
DrugBank_694,CCCCS(=O)(=O)NC(CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O
DrugBank_695,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N
DrugBank_696,CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CC(C)N(C)C
DrugBank_697,CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O
DrugBank_698,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O
DrugBank_699,C1=CC=C(C=C1)CCNN
DrugBank_700,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C
DrugBank_701,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O
DrugBank_702,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C
DrugBank_703,CC(C)CC(C(C(=O)NO)O)C(=O)NC(C(=O)NC)C(C)(C)C
DrugBank_704,C1=NC2=C(N1COCCO)N=C(NC2=O)N
DrugBank_705,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
DrugBank_706,C(CN(CC(=O)O)CC(=O)[O-])N(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-].[Gd+3]
DrugBank_707,CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O
DrugBank_708,C1=C(C(=O)NC(=O)N1)N(CCCl)CCCl
DrugBank_709,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2
DrugBank_710,C1=C(C(=CC(=C1Cl)Cl)Cl)OCC#CI
DrugBank_711,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2
DrugBank_712,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O
DrugBank_713,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6
DrugBank_714,C1CN=C(N1)CC2=CC=CC=C2
DrugBank_715,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
DrugBank_716,CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(C=C2)SCCC3(C)C
DrugBank_717,C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O
DrugBank_718,C1C(=O)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3)CC(F)(F)F
DrugBank_719,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC
DrugBank_720,CCC(C)CCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC(C)C)CC(C)C)CCN)CCN)C(C)O
DrugBank_721,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2
DrugBank_722,CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3
DrugBank_723,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C
DrugBank_724,CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N
DrugBank_725,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N
DrugBank_726,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2
DrugBank_727,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O
DrugBank_728,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
DrugBank_729,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3
DrugBank_730,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
DrugBank_731,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O
DrugBank_732,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
DrugBank_733,CC(C)NCC(C1=CC(=CC(=C1)O)O)O
DrugBank_734,CCN1C=C(C(=O)C2=C1C=C(C=C2)C3=CC=NC=C3)C(=O)O
DrugBank_735,CC(C)C1=C(C(=CC=C1)C(C)C)O
DrugBank_736,CC(=O)NC1=NN=C(S1)S(=O)(=O)N
DrugBank_737,CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36
DrugBank_738,CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O
DrugBank_739,CCN(CC)C(=S)SSC(=S)N(CC)CC
DrugBank_740,CC(=O)OC1CCC2C3CCC4(C(C3CCC2=C1)CCC4(C#C)OC(=O)C)C
DrugBank_741,CCCN1C2=C(C(=O)NC1=O)NC=N2
DrugBank_742,CC1CCC(C(C1)O)C(C)C
DrugBank_743,CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O
DrugBank_744,CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3
DrugBank_745,CC1C(O1)P(=O)(O)O
DrugBank_746,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
DrugBank_747,CC1C(OCCN1)C2=CC=CC=C2
DrugBank_748,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
DrugBank_749,CN1C(=O)CC(C1=O)C2=CC=CC=C2
DrugBank_750,C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl
DrugBank_751,CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O
DrugBank_752,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2
DrugBank_753,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4
DrugBank_754,C1=CC(=CC=C1C(=NCCCC(=O)N)C2=C(C=CC(=C2)F)O)Cl
DrugBank_755,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)Cl)C)F
DrugBank_756,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2
DrugBank_757,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O
DrugBank_758,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O
DrugBank_759,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC
DrugBank_760,C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O
DrugBank_761,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl
DrugBank_762,CC1(OC2CC3C4CC(C5=CC(=O)CCC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C
DrugBank_763,C(CS)N
DrugBank_764,C1CSC2=NC(CN21)C3=CC=CC=C3
DrugBank_765,CCC1(C(=O)NC(=O)N(C1=O)C)C2=CC=CC=C2
DrugBank_766,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
DrugBank_767,CN(C)N=NC1=C(NC=N1)C(=O)N
DrugBank_768,CC(C(C1=CC=CC=C1)O)NC
DrugBank_769,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N
DrugBank_770,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O
DrugBank_771,C(CC(=O)O)C(=O)CN
DrugBank_772,C1=CC(=CC=C1OCC(CO)O)Cl
DrugBank_773,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21
DrugBank_774,CC1CC2(C(CCC3C2CCC4(C3CCC4O)C)CC1=O)C
DrugBank_775,CC(C)(C(C(=O)O)N)S
DrugBank_776,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O
DrugBank_777,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O
DrugBank_778,CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C
DrugBank_779,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C
DrugBank_780,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC
DrugBank_781,CC(CC1=CC=CC=C1)N(C)CC2=CC=CC=C2
DrugBank_782,CC(C)NCC(COC1=CC=CC=C1CC=C)O
DrugBank_783,CC(C(C1=CC=C(C=C1)O)O)NCCC2=CC=C(C=C2)O
DrugBank_784,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC
DrugBank_785,CCNC1CC(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)C
DrugBank_786,CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O
DrugBank_787,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O
DrugBank_788,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6
DrugBank_789,CCOC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C(=O)OCCl
DrugBank_790,COC1=CC=CC=C1OCC(CO)O
DrugBank_791,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
DrugBank_792,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)C=C(CC3=CC=CS3)C(=O)O
DrugBank_793,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC
DrugBank_794,C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl
DrugBank_795,C1C(OC(S1)CO)N2C=C(C(=NC2=O)N)F
DrugBank_796,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2
DrugBank_797,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O
DrugBank_798,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3
DrugBank_799,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-]
DrugBank_800,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O
DrugBank_801,CC1=CC=CN2C1=NC=C(C2=O)C3=NNN=N3
DrugBank_802,C1CC(N2C(C1)SCCC(C2=O)NC(=O)C(CC3=CC=CC=C3)S)C(=O)O
DrugBank_803,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2
DrugBank_804,CN(CCCl)CCCl
DrugBank_805,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C
DrugBank_806,CC=C(C1=CC=C(C=C1)O)C(=CC)C2=CC=C(C=C2)O
DrugBank_807,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N
DrugBank_808,CCCCOC1=C(C=CC(=C1)C(=O)OCCN(CC)CC)N
DrugBank_809,OS(=O)(=O)O.[Fe]
DrugBank_810,CC12CCC3C(C1CCC(=O)O2)CCC4=CC(=O)C=CC34C
DrugBank_811,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.C(CCN)CC(C(=O)O)N
DrugBank_812,CCC(=O)C1(C(CC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C)C
DrugBank_813,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl
DrugBank_814,CCO
DrugBank_815,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC
DrugBank_816,C1CC(OC1CO)N2C=NC3=C2N=CNC3=O
DrugBank_817,CC1=CC=C(C=C1)C(=O)OC2=C(C=C(C=C2)C(CNC(C)(C)C)O)OC(=O)C3=CC=C(C=C3)C
DrugBank_818,CN1CCC(C1)CN2C3=CC=CC=C3SC4=CC=CC=C42
DrugBank_819,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl
DrugBank_820,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C
DrugBank_821,CCNC(=O)CCCC=CCC1C(CC(C1C=CC(CCC2=CC=CC=C2)O)O)O
DrugBank_822,CC1=C(SC=C1)C(=CCCN2CCCC(C2)C(=O)O)C3=C(C=CS3)C
DrugBank_823,CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC
DrugBank_824,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
DrugBank_825,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N
DrugBank_826,CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3)O)O)C
DrugBank_827,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C
DrugBank_828,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O
DrugBank_829,CCOC(=O)C1(CCN(CC1)CCC2=CC=C(C=C2)N)C3=CC=CC=C3
DrugBank_830,C1=CC=C(C=C1)CCN=C(N)N=C(N)N
DrugBank_831,C1C2CC3CC1CC(C2)(C3)N
DrugBank_832,CC1=NC=C(N1CCO)[N+](=O)[O-]
DrugBank_833,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O
DrugBank_834,CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3
DrugBank_835,CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O
DrugBank_836,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1
DrugBank_837,CC(C)(C)C(C)(C1CC23CCC1(C4C25CCN(C3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)O
DrugBank_838,CC1CC(=O)NN=C1C2=CC=C(C=C2)NN=C(C#N)C#N
DrugBank_839,C1C(=C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3CN)C(=O)O)CSC4=NN=NN4CC(=O)O
DrugBank_840,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31
DrugBank_841,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2
DrugBank_842,CCOC(=O)C=C(C)C=CC=C(C)C=CC1=C(C(=C(C=C1C)OC)C)C
DrugBank_843,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N
DrugBank_844,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N
DrugBank_845,CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)OC)O)O
DrugBank_846,CCCCCCCCCCNCC=C.C[N+](C)(C)CCCCCCNCC=C.C=CCN.C1C(O1)CCl.Cl.[Cl-]
DrugBank_847,CN(C)C1C2C(C3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O
DrugBank_848,CCCC1(CC(=C(C(=O)O1)C(CC)C2=CC(=CC=C2)NS(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)O)CCC4=CC=CC=C4
DrugBank_849,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C
DrugBank_850,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24
DrugBank_851,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C
DrugBank_852,C1=CC=C(C(=C1)C(=O)O)O
DrugBank_853,CCN(CC)C(C)C(=O)C1=CC=CC=C1
DrugBank_854,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O
DrugBank_855,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl
DrugBank_856,CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13
DrugBank_857,C[N+](C)(CCCCCC[N+](C)(C)C1C2=CC=CC=C2C3=CC=CC=C13)C4C5=CC=CC=C5C6=CC=CC=C46
DrugBank_858,C1CCN(CC1)CCC(C2CCCC2)(C3=CC=CC=C3)O
DrugBank_859,C1CC(OC1CO)N2C=CC(=NC2=O)N
